Precomputing item embeddings...
Retry 0 for AHGVCDU5AWJGFESCEVHFRKTFVMVQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AFPYNJZJGOO5BODZAQ5O4JKZJW5A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AE2U3GIMWQTNFWGTG7GDAGHG36JQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHWZA7JAN54AFJAITM57C27MK5HA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFTCYIE4WP2EYI7X7SWQFL2BQOKA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AEVSXIVSWYQZBYKD2NVHIV3HARPQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AH57HIASONCYLGDMDWCYC2OXQZ3Q: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AFSVANWRKYMNLTMO3MEZGUKCABFA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AELOQ7EIYI327CDY7DOR2M4ZIS5A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGHXNIBIREQ3JFNS3HH6G5U6456Q: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEDWCKXDGBR6FXJCH5GTQY5KTJWA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFETXOPHVABFF2CFW6HKRMCLP7WQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEKJO3KXVSJPPSFZZVIBTI7XSDTA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFVKGRA4YMZGIUPP6T222VOH22TQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AENGHTVQPT6L2CNBHEFU4KRC5TLQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEFVIZQPMIKQX7ZPPO6N35UL4JCQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEQE6ROX4ZHO6DGNWYAXIZNZFX3A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AG7BX4IOGLMWNX6QSIQ5ZCKU4ZGQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFWJ3BVY6YCHIVFZPEFXDR3GXEFA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFBG2VKRGGFHVGVPATOZYEEGSNXA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AF2BNATT3VGJSOK2ZXHLOCNUYFOA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEYBKUDYUFCOSZTREFW4VDJOKUHQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AEIFXMFCRUSOHDF3BRNFSCN5ZQKA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AESIPMKRR5PKINH7SBA2NH57YPWA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFAHKFPUU5U33PMVYODC732F3DIQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AEENL6YWPZEBCZKHZNQCRKRL54JQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AGICI3AS5NL2PI5KQU3FHJ2KTASQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFUEBON24Z75DAAUBDMTB3XOB2KA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEFHXOOTT5MVEH6RHXQK4KTJJU2A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFXNYR3OQFHXCQMQQS3OTSPBIVVA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGQMDLGJUEBLYTFFMOKPSAHCIQ2A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AEQDQHGGBIJTIXRYEAWR2YDR2X6A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGHEEBFA4YA7W5Y2MHO4DLRVGIYA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AHSM54R3HOE5LBHYK6ZV5DJHO3MA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGMWFTURK5CUUWI323PQVBJ34DXA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHWRV7OTRG4APBLXKF34G7NG7G3A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHCLNK5TAB2UOVLYKARJ2W2OB6KA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AHOB4DN3CMYEK337RQIL7TP6IHTQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEJ5D6BRE6UKWOWFPLI42JQEMLXQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGTL4GAVBCR6IFFCJVSUDBWQMOWA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AG6R2DFKNCC4KGHJWCYFBWXXUKDQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFJ3F4PT44EZZLNG6K4RJVNE2LQA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEM2B4DMC4EZ2RKSQATUVALQWTSQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AE3SLUPL6ZVGYZ3MK65EEPUG7MTQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFTD5XQUIUE3JAHDQVG4LAZSVC6A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFROD5OY5QJSEODYACCTQTLZEN7Q: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFMFMLP7XNLXP2AT6XGEIIB3KJDQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGW5SQWCBE25EQECKTMRJSJRCNNA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHBVQUDYAZT3W6PLATW2OWUYQK5Q: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEITE3UCBZYCOIHZQBP6ETFJW6IA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 1 for AHJDB5QWPUTOX3L67OTEMHISRWVQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AF57W4ZU77IJ3WSA3OZV2VUEJT5A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFXLBGK6EW7AYG457E43I4RZLSEQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AELXI5F74W2RXBBJKDX5O74M7BVA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHDOLEHHIXWW2XXBKFFOYYBGGRUQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFS3JFBD5VY3QBWDYOY2ZJW7XH6A: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHPZK72TOXMXGMTX4MI6GHW67IHA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHC6NEMX4UV5NEGRNTFJUU5KOL5Q: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHITYS7C3WAP4XCJN4U2KFZFOH4Q: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AE4X5GMPH4KWZA5BGMZDPX4SWFWQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFD2JFFZ5UKCQNN4CYUU2Y5ZVGEA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AETEIKGHTSZMHZSA36ZGNYTDDWVA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AEOZE5CVD6EB3UYZANY7JZR2EVDQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHILTGSFUOIUAU4SR4LOPJWWUPAQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AFYJT6R52OZUXKJBKHU4KTH7ZIUA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AH2S2ASLLTDZKD5DNF2UPSHECTUA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AH3BMF66KTVXM6I3BC6G7V6PV4SQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AESGBGS4UJ5YF2ONACDXEFDFRCEA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AGZQYUZ7I5BR6O26H4RFPWS3XUBQ: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
Retry 0 for AHFVWTNBOSCXJZI7GBOR7A4LGJUA: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-3.5-turbo in organization org-cweJKFXoodgdsEBuNpN6mcxm on requests per min (RPM): Limit 10000, Used 10000, Requested 1. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
